"datazone","median_price","number_of_sales"
"S01005182",75000,1
"S01005183",71600,7
"S01005184",50261,2
"S01005185",93500,8
"S01005186",72000,9
"S01005187",74500,10
"S01005188",228500,6
"S01005189",75000,5
"S01005190",136125,2
"S01005191",130000,5
"S01005192",159000,10
"S01005193",208000,14
"S01005194",79000,5
"S01005195",132500,4
"S01005196",81000,3
"S01005197",66498,14
"S01005198",105105,3
"S01005199",90000,5
"S01005200",132000,4
"S01005201",62000,7
"S01005202",91500,4
"S01005203",147748,8
"S01005204",145000,9
"S01005205",122000,22
"S01005206",152000,11
"S01005207",79748,6
"S01005208",74250,3
"S01005209",65000,7
"S01005210",67500,12
"S01005211",73000,7
"S01005212",124812,14
"S01005213",77750,13
"S01005214",75000,9
"S01005215",132500,2
"S01005216",44500,1
"S01005217",120000,11
"S01005218",73500,7
"S01005219",101500,8
"S01005220",64500,6
"S01005221",182500,8
"S01005222",187000,6
"S01005223",130000,9
"S01005224",150000,9
"S01005225",153000,12
"S01005226",112000,5
"S01005227",115000,24
"S01005228",249999,17
"S01005229",68750,12
"S01005230",124275,10
"S01005231",130000,7
"S01005232",78500,6
"S01005233",73750,6
"S01005234",1e+05,15
"S01005235",156250,4
"S01005236",90500,17
"S01005237",170000,5
"S01005238",130000,10
"S01005239",67000,9
"S01005240",87000,5
"S01005241",201225,10
"S01005242",35750,10
"S01005243",32750,20
"S01005244",172000,11
"S01005245",55000,9
"S01005246",61000,6
"S01005248",80000,7
"S01005249",63000,11
"S01005250",47545,12
"S01005251",73000,7
"S01005252",74500,2
"S01005253",80000,6
"S01005254",85000,19
"S01005255",60000,6
"S01005256",66000,5
"S01005257",93000,15
"S01005258",143000,9
"S01005259",46500,3
"S01005260",60000,5
"S01005261",107000,1
"S01005262",97500,19
"S01005263",60000,1
"S01005264",90000,5
"S01005265",61250,5
"S01005266",87000,7
"S01005267",55000,8
"S01005268",69498,14
"S01005269",1e+05,19
"S01005270",161000,10
"S01005271",237500,5
"S01005272",75000,1
"S01005273",84500,5
"S01005274",60000,3
"S01005275",53750,10
"S01005276",80000,8
"S01005277",105000,3
"S01005278",62500,3
"S01005279",220000,9
"S01005280",57750,10
"S01005281",75500,5
"S01005282",59000,3
"S01005283",221500,8
"S01005284",58500,3
"S01005285",113000,3
"S01005286",331250,16
"S01005287",82750,12
"S01005288",65000,2
"S01005289",67500,17
"S01005290",1e+05,6
"S01005291",104500,8
"S01005292",70500,1
"S01005293",111000,4
"S01005294",320000,11
"S01005295",103000,8
"S01005296",240000,9
"S01005297",153995,5
"S01005298",226750,16
"S01005299",130000,7
"S01005300",165000,15
"S01005301",164375,8
"S01005302",81000,12
"S01005303",147250,2
"S01005304",124500,5
"S01005305",71000,5
"S01005306",130250,4
"S01005307",201250,12
"S01005308",59500,4
"S01005309",87750,14
"S01005310",81000,8
"S01005311",165000,5
"S01005312",142500,19
"S01005313",107250,7
"S01005314",212500,3
"S01005315",151995,48
"S01005316",127000,7
"S01005317",125000,1
"S01005318",90000,3
"S01005319",150000,5
"S01005320",159500,5
"S01005321",122500,2
"S01005322",116000,15
"S01005323",91500,4
"S01005324",58000,6
"S01005325",139995,82
"S01005326",55000,7
"S01005327",45000,5
"S01005328",47250,16
"S01005329",121000,15
"S01005330",69000,7
"S01005331",70000,5
"S01005332",132500,8
"S01005333",194750,4
"S01005334",139995,13
"S01005335",227500,8
"S01005336",119000,5
"S01005337",2e+05,7
"S01005338",186248,4
"S01005339",96000,5
"S01005340",181998,2
"S01005341",105000,5
"S01005342",120000,5
"S01005343",160750,12
"S01005344",1e+05,1
"S01005345",187000,3
"S01005346",190000,3
"S01005347",143000,5
"S01005348",102000,6
"S01005349",105000,3
"S01005350",223500,6
"S01005351",235000,13
"S01005352",110000,10
"S01005353",89950,5
"S01005354",165000,5
"S01005355",80000,8
"S01005356",230000,5
"S01005357",80000,5
"S01005358",99000,12
"S01005359",178000,14
"S01005360",159995,3
"S01005361",250000,7
"S01005362",105000,11
"S01005363",169250,6
"S01005364",153750,10
"S01005365",248000,7
"S01005366",147500,6
"S01005367",61000,7
"S01005368",50000,5
"S01005369",48750,12
"S01005370",124400,7
"S01005371",80750,12
"S01005372",49500,17
"S01005373",45500,3
"S01005374",58500,15
"S01005375",85000,7
"S01005376",70500,8
"S01005377",86000,8
"S01005378",60000,7
"S01005379",95500,10
"S01005380",33015,2
"S01005381",57500,4
"S01005382",87500,2
"S01005383",3e+05,3
"S01005384",180000,7
"S01005385",308750,8
"S01005386",99000,8
"S01005387",93000,7
"S01005388",140000,11
"S01005389",101000,6
"S01005390",97500,7
"S01005391",108500,4
"S01005392",279750,4
"S01005393",130000,10
"S01005394",236470,9
"S01005395",320000,9
"S01005396",316000,12
"S01005397",182500,6
"S01005398",172500,10
"S01005399",90000,7
"S01005400",91500,4
"S01005401",149450,12
"S01005402",85000,21
"S01005403",112500,12
"S01005404",268500,5
"S01005405",112500,8
"S01005406",157500,6
"S01005407",173500,10
"S01005408",85000,7
"S01005409",98000,4
"S01005410",210000,10
"S01005411",168363,20
"S01005412",165000,15
"S01005413",140000,14
"S01005414",164500,14
"S01005415",152500,18
"S01005416",128500,10
"S01005417",168000,24
"S01005418",199000,16
"S01005419",117500,6
"S01005420",114500,4
"S01005421",115000,7
"S01005422",123500,10
"S01005423",134000,7
"S01005424",235000,14
"S01005425",32500,3
"S01005426",70500,2
"S01005427",97750,8
"S01005428",225000,4
"S01005429",98000,11
"S01005430",156000,3
"S01005431",120000,3
"S01005432",1e+05,7
"S01005433",85000,7
"S01005434",68000,6
"S01005435",183500,30
"S01005436",160000,15
"S01005437",65000,6
"S01005438",132500,6
"S01005439",80000,7
"S01005440",125113,7
"S01005441",93000,13
"S01005442",230000,25
"S01005443",180000,18
"S01005444",183250,4
"S01005445",175000,5
"S01005446",85000,3
"S01005447",374000,19
"S01005448",187500,8
"S01005449",330000,7
"S01005450",185000,11
"S01005451",155000,7
"S01005452",275000,11
"S01005453",105000,5
"S01005454",231725,26
"S01005455",120000,5
"S01005456",182000,17
"S01005457",150000,9
"S01005458",197500,12
"S01005459",292000,7
"S01005460",157750,12
"S01005461",403750,2
"S01005462",170000,15
"S01005463",187500,6
"S01005464",108500,9
"S01005465",183000,5
"S01005466",190000,11
"S01005467",205000,3
"S01005468",207125,8
"S01005469",162500,19
"S01005470",256500,8
"S01005471",315000,9
"S01005472",197000,14
"S01005473",185000,11
"S01005474",130000,3
"S01005475",261250,10
"S01005476",247500,9
"S01005477",132500,8
"S01005478",117500,5
"S01005479",166000,5
"S01005480",165000,19
"S01005481",99000,4
"S01005482",175000,11
"S01005483",141000,12
"S01005484",221500,8
"S01005485",117500,1
"S01005486",116000,2
"S01005487",148000,7
"S01005488",92500,8
"S01005489",148500,10
"S01005490",175000,9
"S01005491",250000,6
"S01005492",88000,5
"S01005493",101000,1
"S01005494",117000,4
"S01005496",1e+05,7
"S01005497",176000,5
"S01005498",150075,2
"S01005499",160000,3
"S01005500",140750,5
"S01005501",178500,6
"S01005502",115750,10
"S01005503",116750,7
"S01005504",123250,4
"S01005505",137500,4
"S01005506",130550,12
"S01005507",110000,5
"S01005508",98750,4
"S01005509",95500,4
"S01005510",128000,1
"S01005511",45000,1
"S01005513",99000,3
"S01005515",52500,1
"S01005517",94059,2
"S01005518",97500,6
"S01005520",86000,1
"S01005521",79250,2
"S01005522",95000,1
"S01005523",106554,12
"S01005524",126250,8
"S01005525",65500,3
"S01005526",72000,2
"S01005527",42500,2
"S01005528",88000,7
"S01005529",127500,4
"S01005530",69500,6
"S01005531",98000,7
"S01005532",72250,6
"S01005533",68000,3
"S01005534",94500,8
"S01005535",35015,2
"S01005536",188000,6
"S01005537",106500,10
"S01005538",87500,6
"S01005539",156500,8
"S01005540",125000,10
"S01005541",67500,4
"S01005542",79150,10
"S01005543",73750,12
"S01005544",59250,10
"S01005545",134750,12
"S01005546",165000,9
"S01005547",2e+05,7
"S01005548",230000,10
"S01005549",169500,20
"S01005550",390000,15
"S01005551",271500,13
"S01005552",268750,8
"S01005553",250000,11
"S01005554",217500,8
"S01005555",345750,18
"S01005556",150000,19
"S01005557",82000,3
"S01005558",198000,7
"S01005559",82500,4
"S01005560",73000,3
"S01005561",155000,5
"S01005562",250000,19
"S01005563",83000,7
"S01005564",4e+05,17
"S01005565",197500,9
"S01005566",69750,8
"S01005567",94500,11
"S01005568",133500,10
"S01005569",186600,14
"S01005570",130000,7
"S01005571",152500,13
"S01005572",252865,18
"S01005573",94000,8
"S01005574",107000,15
"S01005575",139950,12
"S01005576",145500,7
"S01005577",220750,16
"S01005578",115000,8
"S01005579",149000,18
"S01005580",195000,16
"S01005581",188500,11
"S01005582",245000,16
"S01005583",179025,10
"S01005584",165200,11
"S01005585",71000,23
"S01005586",105000,40
"S01005587",95000,17
"S01005588",160000,10
"S01005589",117500,28
"S01005590",76500,10
"S01005591",97525,11
"S01005592",54000,5
"S01005593",115000,5
"S01005594",1e+05,17
"S01005595",88640,2
"S01005596",76000,4
"S01005597",77500,14
"S01005598",53000,16
"S01005599",68500,6
"S01005600",48000,3
"S01005601",85500,2
"S01005602",84500,6
"S01005603",1e+05,11
"S01005604",50500,4
"S01005605",86000,7
"S01005606",112000,7
"S01005607",142400,6
"S01005608",118275,15
"S01005609",73000,7
"S01005610",114500,14
"S01005611",59000,3
"S01005612",122750,14
"S01005613",105000,17
"S01005614",125000,5
"S01005615",88950,14
"S01005616",140000,11
"S01005617",83500,6
"S01005618",1e+05,7
"S01005619",132000,10
"S01005620",142250,4
"S01005621",175000,5
"S01005622",167620,13
"S01005623",160167,3
"S01005624",231261,11
"S01005625",157500,14
"S01005626",99000,7
"S01005627",119000,6
"S01005628",121000,17
"S01005629",223000,11
"S01005630",123250,10
"S01005631",63500,4
"S01005632",116000,14
"S01005633",83000,9
"S01005634",142000,15
"S01005635",182500,24
"S01005636",127523,11
"S01005637",227000,20
"S01005638",140000,15
"S01005639",57500,2
"S01005640",175000,7
"S01005641",80000,12
"S01005642",350000,9
"S01005643",260500,10
"S01005644",245750,14
"S01005645",256250,6
"S01005646",112000,21
"S01005647",203550,12
"S01005648",93500,10
"S01005649",87000,25
"S01005650",64080,6
"S01005651",78998,6
"S01005652",129950,10
"S01005653",93468,8
"S01005654",119000,5
"S01005655",129630,6
"S01005656",95000,16
"S01005657",131000,4
"S01005658",146000,10
"S01005659",206000,9
"S01005660",98000,4
"S01005661",120000,13
"S01005662",230750,2
"S01005663",242500,10
"S01005664",137580,5
"S01005665",143975,10
"S01005666",64748,10
"S01005667",176000,2
"S01005668",78000,5
"S01005669",80000,9
"S01005670",75500,6
"S01005671",174000,6
"S01005672",78000,7
"S01005673",195000,11
"S01005674",66000,7
"S01005675",115000,4
"S01005676",117000,2
"S01005677",250000,9
"S01005678",207500,9
"S01005679",137500,12
"S01005680",135000,7
"S01005681",215000,10
"S01005682",85000,6
"S01005683",79000,1
"S01005684",95000,10
"S01005685",155000,7
"S01005686",67500,8
"S01005687",155000,5
"S01005688",140000,6
"S01005689",195000,2
"S01005690",116500,9
"S01005691",238000,7
"S01005692",105000,3
"S01005693",197500,30
"S01005694",62500,4
"S01005695",63500,2
"S01005696",1e+05,3
"S01005697",63000,7
"S01005698",115000,3
"S01005699",110000,9
"S01005700",172500,1
"S01005701",124500,4
"S01005702",75000,3
"S01005703",148500,3
"S01005704",69000,4
"S01005705",2e+05,16
"S01005706",165000,11
"S01005707",81000,7
"S01005708",86248,14
"S01005709",92500,2
"S01005710",40000,1
"S01005711",204250,10
"S01005712",128500,2
"S01005713",120000,7
"S01005714",150000,19
"S01005715",108750,8
"S01005716",225000,5
"S01005717",63000,1
"S01005718",97500,15
"S01005719",147250,4
"S01005720",238000,10
"S01005721",72500,8
"S01005722",164000,4
"S01005723",134750,4
"S01005724",245000,3
"S01005725",132000,9
"S01005726",137000,9
"S01005727",118500,19
"S01005728",86500,11
"S01005729",85000,1
"S01005730",99250,8
"S01005731",147500,8
"S01005732",92500,6
"S01005733",246250,8
"S01005734",226000,2
"S01005735",93125,4
"S01005736",115000,9
"S01005737",55000,6
"S01005738",153000,5
"S01005739",115000,9
"S01005740",75500,4
"S01005741",160000,10
"S01005742",158000,6
"S01005743",147000,15
"S01005744",152500,8
"S01005745",125000,10
"S01005746",90000,7
"S01005747",102500,6
"S01005748",85000,3
"S01005749",125000,5
"S01005750",90000,7
"S01005751",90000,4
"S01005752",82375,2
"S01005753",71000,3
"S01005754",112500,4
"S01005755",74000,7
"S01005756",70000,3
"S01005757",63000,5
"S01005758",79500,6
"S01005759",67000,2
"S01005760",131250,4
"S01005761",95000,11
"S01005762",63500,6
"S01005763",164500,28
"S01005764",58000,1
"S01005765",83500,5
"S01005766",85250,8
"S01005767",93000,3
"S01005768",85000,9
"S01005769",78150,10
"S01005770",63000,7
"S01005771",95000,5
"S01005772",135000,7
"S01005773",124500,8
"S01005774",93500,2
"S01005775",84000,9
"S01005776",152500,4
"S01005777",69000,3
"S01005778",57250,4
"S01005779",74950,7
"S01005780",189000,17
"S01005781",95000,9
"S01005782",72000,9
"S01005783",53551,1
"S01005784",145500,4
"S01005785",127500,4
"S01005786",110500,2
"S01005787",143500,5
"S01005788",80000,4
"S01005789",122000,5
"S01005790",68000,3
"S01005791",53750,2
"S01005792",95000,3
"S01005793",195375,4
"S01005794",98000,18
"S01005795",65000,7
"S01005796",139995,31
"S01005797",135000,9
"S01005798",87500,6
"S01005799",92500,2
"S01005800",78995,5
"S01005801",115000,7
"S01005802",98000,4
"S01005803",76500,4
"S01005804",179998,44
"S01005805",144750,4
"S01005806",74500,5
"S01005807",66100,1
"S01005808",78250,4
"S01005809",88500,2
"S01005810",95750,8
"S01005811",69850,2
"S01005812",117000,6
"S01005813",2e+05,9
"S01005814",85000,5
"S01005815",90000,6
"S01005816",1e+05,15
"S01005817",127500,6
"S01005818",149000,3
"S01005819",65000,7
"S01005820",73500,5
"S01005821",86000,3
"S01005822",78000,8
"S01005823",165000,4
"S01005824",163500,4
"S01005825",76000,5
"S01005826",152500,1
"S01005827",125000,9
"S01005828",67500,4
"S01005829",105000,11
"S01005830",54000,6
"S01005831",156498,4
"S01005832",71250,4
"S01005833",88500,10
"S01005834",100250,4
"S01005835",151750,4
"S01005836",150000,7
"S01005837",95500,2
"S01005838",66000,3
"S01005839",73250,8
"S01005840",88750,2
"S01005841",90000,5
"S01005842",115000,3
"S01005843",110000,9
"S01005844",84000,6
"S01005845",154000,5
"S01005846",87250,2
"S01005847",80000,6
"S01005848",68750,4
"S01005849",108500,6
"S01005850",68000,8
"S01005851",75000,11
"S01005852",112500,3
"S01005853",99500,4
"S01005854",85000,5
"S01005855",62000,3
"S01005856",82000,13
"S01005857",50000,1
"S01005858",72000,7
"S01005859",69000,1
"S01005860",95000,7
"S01005861",195000,7
"S01005862",80500,7
"S01005863",153000,7
"S01005864",85750,10
"S01005865",45350,2
"S01005866",163998,9
"S01005867",93750,14
"S01005868",180000,5
"S01005869",75000,5
"S01005870",166450,21
"S01005871",65000,8
"S01005872",110000,3
"S01005873",100600,6
"S01005874",73500,2
"S01005875",101000,19
"S01005876",137000,3
"S01005877",106000,6
"S01005878",95000,11
"S01005879",169000,2
"S01005880",65750,12
"S01005881",68498,10
"S01005882",320000,67
"S01005883",140000,1
"S01005884",116000,6
"S01005885",135000,5
"S01005886",131000,6
"S01005887",68000,7
"S01005888",90000,3
"S01005889",90000,11
"S01005890",98750,10
"S01005891",71500,6
"S01005892",80000,5
"S01005893",64250,8
"S01005894",96000,11
"S01005895",249000,5
"S01005896",145500,8
"S01005897",75750,6
"S01005898",115000,11
"S01005899",87250,12
"S01005900",142250,10
"S01005901",126000,5
"S01005902",277500,10
"S01005903",76250,12
"S01005904",110000,12
"S01005905",111000,12
"S01005906",83000,8
"S01005907",92000,15
"S01005908",87000,9
"S01005909",167000,3
"S01005910",232500,2
"S01005911",125000,52
"S01005912",105000,4
"S01005913",66000,2
"S01005914",86375,14
"S01005915",80250,10
"S01005916",220000,11
"S01005917",45000,5
"S01005918",70000,11
"S01005919",175000,6
"S01005920",95000,5
"S01005921",108500,9
"S01005922",84000,9
"S01005923",77000,9
"S01005924",170000,3
"S01005925",163000,7
"S01005926",113000,11
"S01005927",169000,9
"S01005928",54500,10
"S01005929",62500,5
"S01005930",120942,9
"S01005931",93000,5
"S01005932",63500,1
"S01005933",197500,10
"S01005934",78500,7
"S01005935",98250,8
"S01005936",85000,7
"S01005937",169000,4
"S01005938",85750,10
"S01005939",87500,2
"S01005940",120000,11
"S01005942",105000,7
"S01005943",67500,9
"S01005944",90000,11
"S01005945",95000,6
"S01005946",106000,9
"S01005947",43500,4
"S01005948",95000,4
"S01005949",99000,3
"S01005950",35000,3
"S01005951",68000,8
"S01005952",118000,21
"S01005953",149000,17
"S01005954",69500,2
"S01005955",66500,18
"S01005956",48000,5
"S01005957",83750,4
"S01005958",102250,2
"S01005959",75000,4
"S01005960",115750,4
"S01005961",68500,12
"S01005962",72500,4
"S01005963",83000,3
"S01005964",134250,2
"S01005965",93300,4
"S01005966",1e+05,11
"S01005967",102000,21
"S01005968",185000,5
"S01005969",80000,3
"S01005970",95000,3
"S01005971",92250,4
"S01005972",123500,23
"S01005973",110000,7
"S01005974",78500,8
"S01005975",69000,4
"S01005976",106250,10
"S01005977",135435,2
"S01005978",110000,11
"S01005979",115000,7
"S01005980",133000,4
"S01005981",192995,13
"S01005982",73000,9
"S01005983",153000,1
"S01005984",175000,19
"S01005985",58654,4
"S01005986",285000,35
"S01005987",75000,5
"S01005988",55750,2
"S01005989",173500,1
"S01005990",158250,8
"S01005991",83000,7
"S01005992",25200,3
"S01005993",104750,2
"S01005994",108000,6
"S01005995",46000,1
"S01005996",142500,8
"S01005997",83000,1
"S01005998",93000,1
"S01005999",89500,16
"S01006000",58000,5
"S01006001",104513,6
"S01006002",215000,3
"S01006003",90658,6
"S01006004",156250,12
"S01006005",90000,1
"S01006006",164000,7
"S01006007",48000,2
"S01006008",81625,2
"S01006009",108800,6
"S01006010",262000,17
"S01006012",68500,4
"S01006013",380000,11
"S01006014",177500,2
"S01006015",125000,9
"S01006016",2e+05,7
"S01006017",132000,7
"S01006018",162500,6
"S01006019",128600,8
"S01006020",187750,6
"S01006021",235000,11
"S01006022",119995,11
"S01006023",237500,10
"S01006024",90250,5
"S01006025",102000,5
"S01006026",98750,4
"S01006027",160000,9
"S01006028",112900,12
"S01006029",125000,13
"S01006030",155000,8
"S01006031",112500,12
"S01006032",195000,12
"S01006033",134000,23
"S01006034",136998,10
"S01006035",121250,14
"S01006036",171000,44
"S01006037",86500,10
"S01006038",150000,13
"S01006039",101550,4
"S01006040",92500,1
"S01006041",66250,8
"S01006042",119000,8
"S01006043",116000,1
"S01006044",123000,16
"S01006045",97000,7
"S01006046",86000,6
"S01006047",92000,7
"S01006048",188998,8
"S01006049",82580,6
"S01006050",76500,6
"S01006051",91000,4
"S01006052",120000,11
"S01006053",147500,6
"S01006054",98000,12
"S01006055",132000,14
"S01006056",218061,14
"S01006057",69500,2
"S01006058",70000,7
"S01006059",94250,16
"S01006060",89250,8
"S01006061",66748,4
"S01006062",75000,14
"S01006063",75000,2
"S01006064",112000,22
"S01006065",54250,6
"S01006066",105000,9
"S01006067",208750,18
"S01006068",148125,6
"S01006069",388000,6
"S01006070",499000,3
"S01006071",237000,9
"S01006072",86000,7
"S01006073",247815,4
"S01006074",150000,6
"S01006075",73000,3
"S01006076",92500,5
"S01006077",125000,15
"S01006078",164450,33
"S01006079",95000,5
"S01006080",125000,19
"S01006081",243750,4
"S01006083",179900,13
"S01006084",90000,1
"S01006085",186700,7
"S01006086",107500,11
"S01006087",113500,8
"S01006088",146600,4
"S01006089",95000,5
"S01006090",90000,3
"S01006091",322500,10
"S01006092",90000,3
"S01006093",183000,9
"S01006094",105000,11
"S01006095",125000,11
"S01006096",92500,8
"S01006097",110000,9
"S01006098",86000,14
"S01006099",133500,4
"S01006100",96500,2
"S01006101",90000,5
"S01006102",105000,12
"S01006103",110000,9
"S01006104",102700,10
"S01006105",155000,29
"S01006106",115000,11
"S01006107",105000,7
"S01006108",82500,3
"S01006109",109000,22
"S01006110",73000,3
"S01006111",104995,5
"S01006112",130000,8
"S01006113",213000,29
"S01006114",119000,5
"S01006115",174000,20
"S01006116",210000,12
"S01006117",125000,10
"S01006118",231250,6
"S01006119",220000,11
"S01006120",153500,8
"S01006121",98200,10
"S01006122",2e+05,13
"S01006123",111500,5
"S01006124",125000,7
"S01006125",123750,20
"S01006126",119000,11
"S01006127",127625,14
"S01006128",90000,9
"S01006129",168750,4
"S01006130",58000,1
"S01006131",356000,5
"S01006132",68250,4
"S01006133",250000,5
"S01006134",164875,8
"S01006135",70000,3
"S01006136",104000,84
"S01006137",116000,5
"S01006138",170000,23
"S01006139",93500,2
"S01006140",155000,17
"S01006141",151250,10
"S01006142",116050,3
"S01006143",250000,11
"S01006144",160500,12
"S01006145",137000,7
"S01006146",270375,22
"S01006147",178005,8
"S01006148",185000,9
"S01006149",350000,7
"S01006150",249000,13
"S01006151",155000,2
"S01006152",250000,5
"S01006153",4e+05,7
"S01006154",197500,6
"S01006155",186500,8
"S01006156",115000,4
"S01006157",85000,14
"S01006158",367000,9
"S01006159",167500,22
"S01006160",3e+05,8
"S01006161",241500,12
"S01006162",230000,3
"S01006163",149000,12
"S01006164",312500,3
"S01006165",278000,7
"S01006166",280000,11
"S01006167",368750,18
"S01006168",174998,6
"S01006169",136000,11
"S01006170",114000,5
"S01006171",107125,8
"S01006172",157900,6
"S01006173",169995,3
"S01006174",175000,5
"S01006175",218648,14
"S01006176",143500,3
"S01006177",107000,1
"S01006178",102500,6
"S01006179",91000,6
"S01006180",108000,9
"S01006181",48500,2
"S01006182",63000,12
"S01006183",48000,3
"S01006184",102000,3
"S01006185",97000,5
"S01006186",120000,3
"S01006187",56000,1
"S01006188",80000,4
"S01006189",79995,3
"S01006190",110750,6
"S01006191",90000,3
"S01006192",62000,5
"S01006193",125500,17
"S01006194",60000,3
"S01006195",37500,2
"S01006196",110000,7
"S01006197",90559,3
"S01006198",22750,2
"S01006199",62675,4
"S01006200",102000,5
"S01006201",83998,8
"S01006203",94998,4
"S01006204",88000,5
"S01006205",89500,2
"S01006206",125000,5
"S01006207",82000,7
"S01006208",91000,5
"S01006209",81000,8
"S01006210",129995,25
"S01006211",80025,1
"S01006212",215000,5
"S01006213",105000,6
"S01006214",87500,9
"S01006215",87475,4
"S01006216",182750,4
"S01006217",93500,6
"S01006218",99250,14
"S01006219",82000,13
"S01006220",145000,4
"S01006221",90000,9
"S01006222",95000,34
"S01006223",108500,6
"S01006224",94000,5
"S01006225",81500,4
"S01006226",181250,4
"S01006227",250000,5
"S01006228",162500,6
"S01006229",56250,2
"S01006230",95000,3
"S01006231",72498,4
"S01006232",172675,14
"S01006233",105000,19
"S01006234",136000,18
"S01006235",111500,9
"S01006236",81750,6
"S01006237",186000,14
"S01006238",96750,12
"S01006239",88000,4
"S01006240",83250,2
"S01006241",72500,21
"S01006242",87500,6
"S01006243",148000,5
"S01006244",134000,10
"S01006245",88000,3
"S01006246",150000,4
"S01006247",79995,5
"S01006248",183000,4
"S01006249",88000,14
"S01006250",67850,4
"S01006251",120500,5
"S01006252",110750,6
"S01006253",71500,4
"S01006254",159000,7
"S01006255",124000,11
"S01006256",66250,2
"S01006257",85000,2
"S01006258",104250,8
"S01006259",78000,1
"S01006260",55875,4
"S01006261",78000,4
"S01006262",81000,1
"S01006263",69500,6
"S01006264",159250,4
"S01006265",59000,14
"S01006266",56000,5
"S01006267",64000,4
"S01006268",70100,5
"S01006269",53250,2
"S01006270",48000,3
"S01006271",69000,8
"S01006272",73250,18
"S01006273",53000,2
"S01006274",63000,5
"S01006275",150000,4
"S01006276",73750,6
"S01006277",70000,13
"S01006278",129995,15
"S01006279",115000,17
"S01006280",113000,5
"S01006281",95500,6
"S01006282",75000,5
"S01006283",83000,5
"S01006284",80000,5
"S01006285",125000,9
"S01006286",70625,12
"S01006287",141500,4
"S01006288",62475,4
"S01006289",119000,4
"S01006290",93000,4
"S01006291",16500,2
"S01006292",190000,2
"S01006293",167540,6
"S01006294",279526,4
"S01006295",240000,7
"S01006296",175000,6
"S01006297",78500,2
"S01006298",116500,6
"S01006299",88000,3
"S01006300",70750,2
"S01006301",83000,3
"S01006302",139995,11
"S01006303",110000,3
"S01006305",166500,4
"S01006306",155000,5
"S01006307",225000,5
"S01006309",62125,8
"S01006310",202042,4
"S01006311",85000,4
"S01006312",80000,3
"S01006313",87000,3
"S01006314",260000,10
"S01006315",78500,4
"S01006316",81500,1
"S01006317",147500,2
"S01006318",90000,7
"S01006319",76500,6
"S01006320",118250,1
"S01006321",261250,12
"S01006322",270000,12
"S01006323",124998,6
"S01006324",271000,3
"S01006325",65000,6
"S01006326",77500,4
"S01006327",110000,1
"S01006328",54000,2
"S01006329",163250,12
"S01006330",125000,7
"S01006331",175000,3
"S01006332",105000,2
"S01006333",76500,6
"S01006334",72000,3
"S01006335",95000,3
"S01006336",209000,8
"S01006337",220000,15
"S01006338",123000,8
"S01006339",125375,14
"S01006340",107000,7
"S01006341",135000,9
"S01006342",1e+05,3
"S01006343",95168,8
"S01006344",103250,2
"S01006345",125000,1
"S01006346",141500,2
"S01006347",157500,7
"S01006348",122500,7
"S01006349",69250,4
"S01006350",92500,3
"S01006351",116225,8
"S01006352",117000,4
"S01006353",169000,6
"S01006354",111500,7
"S01006355",85000,1
"S01006356",127000,15
"S01006357",115000,2
"S01006358",81082,1
"S01006359",121250,6
"S01006360",130000,9
"S01006361",100975,12
"S01006362",114250,8
"S01006363",125000,3
"S01006364",162000,114
"S01006365",134500,6
"S01006366",137000,15
"S01006367",122475,6
"S01006368",205000,5
"S01006369",143725,10
"S01006370",130000,20
"S01006371",144500,6
"S01006372",74800,1
"S01006373",1e+05,9
"S01006374",95000,2
"S01006375",97000,5
"S01006376",124000,15
"S01006377",99998,4
"S01006378",194000,10
"S01006379",110995,9
"S01006380",114000,7
"S01006382",125000,1
"S01006383",120000,5
"S01006384",227475,2
"S01006385",110000,3
"S01006386",115225,6
"S01006387",120000,13
"S01006388",85000,13
"S01006389",110000,4
"S01006390",90000,5
"S01006391",193748,6
"S01006392",110000,7
"S01006393",145125,10
"S01006394",1e+05,1
"S01006395",109995,7
"S01006396",65000,3
"S01006397",178000,9
"S01006398",91000,7
"S01006399",94815,6
"S01006400",112750,8
"S01006401",71500,2
"S01006402",82500,2
"S01006403",1e+05,6
"S01006404",67000,9
"S01006405",105000,13
"S01006407",165000,10
"S01006408",101248,6
"S01006409",121000,14
"S01006410",82000,5
"S01006411",175998,4
"S01006412",90000,5
"S01006413",85000,5
"S01006414",99250,4
"S01006415",98000,5
"S01006416",70000,11
"S01006417",108000,9
"S01006418",92625,4
"S01006419",101250,2
"S01006420",1e+05,1
"S01006421",262500,3
"S01006422",95000,4
"S01006423",101000,9
"S01006424",91000,7
"S01006425",147995,9
"S01006426",173500,13
"S01006427",66000,7
"S01006428",110000,7
"S01006429",122995,5
"S01006430",140000,6
"S01006431",113725,4
"S01006432",107500,2
"S01006433",100033,7
"S01006434",91500,3
"S01006435",85500,6
"S01006436",120000,7
"S01006437",102500,6
"S01006438",76500,4
"S01006439",107250,10
"S01006440",89350,4
"S01006441",97000,5
"S01006442",92250,6
"S01006443",77500,2
"S01006444",118000,9
"S01006445",106500,6
"S01006446",105000,3
"S01006447",77000,5
"S01006448",112000,9
"S01006449",125000,6
"S01006451",127500,8
"S01006452",116750,6
"S01006453",97500,4
"S01006454",225000,12
"S01006455",60000,3
"S01006456",174500,15
"S01006457",219000,12
"S01006458",170000,12
"S01006459",180000,12
"S01006460",111750,6
"S01006461",220000,23
"S01006462",131000,13
